"i_county","i_year","i_dayswaqi","i_gdays","i_maqi","patternig","coverage","informativeness","county_r2","year_r2","dayswaqi_r2","gdays_r2","maqi_r2","meanr2","fscore"
"Gregg",NULL,NULL,NULL,NULL,102,17,1,1.932258064516129,1.8970466931801444,1.7529370768618078,1,1,1.5164483669116162,86.5568901515311
"Fairfax",NULL,NULL,NULL,NULL,208,17,1,1.7744733581164809,1.6111694048047331,1.5651152557170218,1,1,1.3901516037276473,86.46946292286793
"Washington",2007,111,111,NULL,22,7,4,1,1,2,1,1,1.2,86.45614035087718
"Jefferson",2000,319,319,NULL,22,7,4,1,1,2,1,1,1.2,86.45614035087718
NULL,2021,NULL,NULL,112,173,10,2,1.804547358799558,1,1.0098780676030252,1,1,1.1628850852805166,86.45294454321332
NULL,2011,NULL,NULL,156,85,9,2,1.8926640926640927,1.9135135135135135,1.0702702702702702,1,1,1.3752895752895753,86.43642794268087
"Mitchell",NULL,NULL,NULL,NULL,122,16,1,1.8831398780247885,1.971286401827229,1.919732441471572,1,1,1.554831744264718,86.37288457864977
"New Haven",NULL,NULL,NULL,NULL,126,17,1,1.8816666666666664,1.9274251497005987,1.5208450704225351,1,1,1.46598737735796,86.34719411500092
NULL,NULL,0,NULL,47,220,10,2,1.5413938600320094,1.1765935214211076,1,1,1,1.1435974762906234,86.33012358300684
NULL,NULL,57,57,NULL,43,9,2,1.9087221095334685,1.9356204250815772,1.8976293103448278,1,1,1.5483943689919748,86.30004558826901
"Atlantic",NULL,NULL,NULL,NULL,89,18,1,1.8641515520825869,1.8646212072200297,1.6422157774569386,1,1,1.474197707351911,86.2911910436101
"Worcester",NULL,NULL,NULL,NULL,180,16,1,1.8845211978057952,1.9354836438766179,1.6136813745273006,1,1,1.4867372432419428,86.28895451668434
NULL,NULL,0,324,NULL,224,10,2,1.1233883964544722,1.5860445205479452,1,1,1,1.1418865834004834,86.28845738452098
"San Mateo",NULL,NULL,NULL,NULL,127,17,1,1.826715275698881,1.9044970697285015,1.5853115869598646,1,1,1.4633047864774493,86.28168096058148
NULL,NULL,NULL,NULL,242,144,17,1,1.844593250374602,1.9221929907082713,1.4269066886369495,1,1,1.4387385859439648,86.19821931723419
NULL,1993,NULL,NULL,159,64,9,2,1.9335826477187736,1.9349289454001495,1.275243081525804,1,1,1.4287509349289453,86.14146152614605
"Berrien",NULL,NULL,NULL,NULL,113,18,1,1.920454545454545,1.9374606340541676,1.1950115562403698,1,1,1.4105853471498164,86.02407638455124
"Wilson",NULL,NULL,NULL,NULL,150,17,1,1.738835215877577,1.8313372290286027,1.5738835330534764,1,1,1.4288111955919311,86.01768549395848
"Johnston",NULL,NULL,NULL,NULL,89,17,1,1.8840381991814463,1.966004323098457,1.8633729361592422,1,1,1.5426830916878291,86.01517674856257
NULL,NULL,NULL,144,NULL,172,18,1,1.8262082262305221,1.8150734136356474,1.0380427294914187,1,1,1.3358648738715178,86.01282245967774
NULL,NULL,144,NULL,NULL,172,18,1,1.8262082262305221,1.8150734136356474,1.0380427294914187,1,1,1.3358648738715178,86.01282245967774
"Jefferson",2012,148,148,NULL,33,6,4,1,1,2,1,1,1.2,86.00904977375565
"Hawaii",NULL,NULL,NULL,200,53,9,2,1.966039707419018,1.9618386988834486,1.4470350052246603,1,1,1.4749826823054253,85.96464916971426
NULL,2011,NULL,NULL,172,72,8,2,1.9588213762811126,1.9487554904831625,1.8841980352335523,1,1,1.5583549803995655,85.93874007411507
"New London",NULL,NULL,NULL,NULL,116,18,1,1.8992598684210527,1.9420378495710278,1.1750338949146515,1,1,1.4032663225813464,85.92228501685935
"Monroe",NULL,0,NULL,NULL,183,9,2,1.4087837837837838,1.9577702702702702,1,1,1,1.2733108108108109,85.91621237731593
"Roane",NULL,NULL,NULL,NULL,149,16,1,1.9093198992443325,1.9175774652563091,1.7139951555643878,1,1,1.508178504013006,85.85843594450807
NULL,2017,NULL,NULL,108,106,8,2,1.8714364035087714,1.934912280701754,1.626455342902711,1,1,1.4865608054226473,85.83814552789062
NULL,2010,NULL,NULL,90,47,9,2,1.88500702247191,1.88500702247191,1.7762298815669602,1,1,1.509248785302156,85.82359874661898
"Merced",NULL,NULL,NULL,NULL,141,18,1,1.843739302172482,1.780424215642952,1.1919379914075083,1,1,1.3632203018445885,85.76559440520822
NULL,NULL,NULL,87,NULL,149,16,1,1.9255670103092786,1.8721196513803025,1.734794870711509,1,1,1.506496306480218,85.76353213376592
NULL,2017,NULL,NULL,90,69,8,2,1.9123664776166662,1.9612315567600116,1.9350722673893406,1,1,1.5617340603532037,85.60661821595242
"Dutchess",NULL,NULL,NULL,NULL,135,16,1,1.8082301238513785,1.9510366664480236,1.8451664983539258,1,1,1.5208866577306657,85.59396059305689
"Ramsey",NULL,NULL,NULL,NULL,139,17,1,1.7194450819093348,1.816301777560339,1.6346023524855995,1,1,1.4340698423910545,85.55500823632494
NULL,NULL,NULL,NULL,29,203,15,1,1.8326454903779275,1.956008321096427,1.9572057898049087,1,1,1.5491719202558527,85.55422731552461
"Palm Beach",NULL,NULL,NULL,NULL,153,16,1,1.8823480303879596,1.8846441516598587,1.7232176479877555,1,1,1.4980419660071147,85.53349509406759
NULL,NULL,85,NULL,NULL,150,17,1,1.8919934834625893,1.9278297128859108,1.2758937339778336,1,1,1.4191433860652667,85.44053669826495
NULL,1996,NULL,NULL,54,71,8,2,1.9094659541574242,1.9485783424077434,1.902568247126437,1,1,1.552122508738321,85.43504958289076
NULL,1998,NULL,NULL,190,56,9,2,1.9387695532764593,1.9456521739130435,1.3674051132328573,1,1,1.4503653680844721,85.43231482652112
NULL,NULL,0,102,NULL,209,9,2,1.6161458333333334,1.6641276041666666,1,1,1,1.2560546875,85.42641223624707
"Chester",NULL,NULL,NULL,NULL,122,17,1,1.9286811498793066,1.8516853254473582,1.4970453104305603,1,1,1.455482357151445,85.360294516135
NULL,1983,NULL,235,NULL,96,8,2,1.954568921011874,1.9865771812080537,1.5071907957814,1,1,1.4896673796002655,85.14787145020996
NULL,1983,235,NULL,NULL,96,8,2,1.954568921011874,1.9865771812080537,1.5071907957814,1,1,1.4896673796002655,85.14787145020996
NULL,2019,NULL,NULL,112,90,8,2,1.9088948950772875,1.9605059370160043,1.6314135260712446,1,1,1.5001628716329072,85.132258866754
"Saratoga",NULL,NULL,NULL,NULL,154,16,1,1.8257142857142854,1.8393787202380953,1.7834821428571428,1,1,1.4897150297619046,85.12177859879905
"Madera",NULL,NULL,NULL,NULL,149,17,1,1.864245478091259,1.8238785919153817,1.3841840446168767,1,1,1.4144616229247036,85.09557329797802
NULL,2012,245,NULL,NULL,52,9,2,1.8962962962962964,1.8962962962962964,1.5333333333333334,1,1,1.4651851851851851,85.09482005791237
"San Luis Obispo",NULL,NULL,NULL,NULL,134,16,1,1.961959106038992,1.8756519258202569,1.7257699085340272,1,1,1.5126761880786552,85.05988691041392
NULL,2002,NULL,NULL,166,53,9,2,1.926179578070689,1.9220067453625633,1.4430303223137866,1,1,1.4582433291494077,85.01078337915197
"Edgefield",NULL,NULL,NULL,NULL,179,16,1,1.8476683215568261,1.9020311530686742,1.5729877080256494,1,1,1.46453743653023,84.96584293411709
NULL,NULL,NULL,360,NULL,217,15,1,1.8313058069155632,1.8852613031717511,1.9272543294282425,1,1,1.5287642879031114,84.87023367446777
NULL,2010,NULL,NULL,129,84,8,2,1.8142012980722657,1.9515765765765765,1.7725225225225225,1,1,1.507660079434273,84.86419393269111
NULL,2003,NULL,NULL,172,55,9,2,1.9254268444666,1.8854166666666667,1.4138166894664843,1,1,1.4449320401199501,84.83855948540779
"Penobscot",NULL,NULL,NULL,NULL,183,17,1,1.78768657999797,1.696970217584093,1.4130023242909573,1,1,1.379531824374604,84.82524822428704
"Bayamon",NULL,NULL,NULL,NULL,103,16,1,1.9418373214206732,1.9694160609391922,1.9097257544930484,1,1,1.564195827370583,84.82085390232382
NULL,NULL,93,NULL,NULL,154,17,1,1.7939678764425142,1.8749025581266703,1.3528451332002478,1,1,1.4043431135538864,84.80918540492314
NULL,1992,NULL,NULL,179,65,9,2,1.865548816643231,1.8619466515323495,1.278986644770208,1,1,1.4012964225891575,84.72813196709352
NULL,2001,NULL,NULL,187,74,9,2,1.8414320054945055,1.8755208333333333,1.1505208333333332,1,1,1.3734947344322344,84.72483332479634
NULL,2004,NULL,NULL,151,55,10,2,1.6642857142857141,1.7751152073732719,1.1372369039781811,1,1,1.3153275651274334,84.7165854696859
NULL,NULL,NULL,22,NULL,148,16,1,1.8648952691393794,1.8670558865211704,1.7101482189127433,1,1,1.4884198749146587,84.68044243427819
NULL,NULL,NULL,20,NULL,139,16,1,1.9133849286715778,1.8113057702337492,1.7690402143328352,1,1,1.4987461826476325,84.65366464169529
NULL,2001,NULL,NULL,169,55,10,2,1.7623657129933283,1.7685378893537889,1.0391052462182169,1,1,1.3140017697130668,84.63283714848576
"Fergus",NULL,NULL,NULL,NULL,147,16,1,1.918236063690609,1.7810368873979485,1.7425275397423732,1,1,1.4883600981661862,84.61315221953573
"Douglas",2005,NULL,NULL,NULL,42,12,2,1,1,2,1,1,1.2,84.58741258741257
NULL,1991,235,235,NULL,42,6,3,1.9825581395348837,1.9825581395348837,1.372093023255814,1,1,1.4674418604651163,84.57710207880857
NULL,1991,59,NULL,NULL,35,9,2,1.9886518860985603,1.9975570032573287,1.997557003257329,1,1,1.5967531785226436,84.53975830630297
NULL,1997,NULL,NULL,161,65,9,2,1.9172164394272588,1.858905911482513,1.199870296451579,1,1,1.3951985294722702,84.3660749244511
"Denver",NULL,NULL,NULL,NULL,161,17,1,1.7478003798332296,1.757714694577273,1.431307426545275,1,1,1.3873645001911554,84.20138844079999
"Washington",2005,NULL,NULL,101,33,8,3,1,1,2,1,1,1.2,84.10619469026548
NULL,2010,NULL,NULL,156,42,10,2,1.8189546599496222,1.8189546599496222,1.2857389324039887,1,1,1.3847296504606468,84.00675881080294
NULL,2005,285,285,NULL,51,6,3,1.954016913319239,1.9647639182522902,1.1014799154334038,1,1,1.4040521494009865,83.96318015065586
"Fremont",NULL,0,NULL,NULL,208,9,2,1.3,1.8727272727272726,1,1,1,1.2345454545454546,83.94937628478729
NULL,1998,NULL,NULL,192,74,8,2,1.9249298838824673,1.9554140127388537,1.6974479659615105,1,1,1.5155583725165662,83.93425230262261
"Beaufort",NULL,NULL,NULL,NULL,106,17,1,1.8983957219251337,1.864911211895575,1.5392293980529275,1,1,1.4605072663747272,83.90956329929104
"Androscoggin",NULL,NULL,NULL,NULL,116,17,1,1.8687782805429864,1.866216905078069,1.462772521596051,1,1,1.4395535414434213,83.83960252372736
"Saint Clair",NULL,NULL,NULL,NULL,84,18,1,1.862676056338028,1.9104778201921808,1.4511737089201877,1,1,1.4448655170900793,83.66659867957732
NULL,NULL,NULL,94,NULL,209,16,1,1.751321422746548,1.7711269535896943,1.5846730294294225,1,1,1.4214242811531328,83.60237495126772
"Hanover",NULL,NULL,NULL,NULL,124,16,1,1.9116719242902207,1.8693688582257222,1.72397476340694,1,1,1.5010031091845764,83.59211805240297
"Sweetwater",NULL,NULL,NULL,NULL,108,16,1,1.9025069637883005,1.8790077802324463,1.869218971852205,1,1,1.5301467431745903,83.58778173465834
NULL,2000,223,223,NULL,46,6,3,1.8905786350148368,1.8905786350148368,1.3380007418397626,1,1,1.423831602373887,83.57692367109489
NULL,2004,NULL,NULL,159,91,8,2,1.7641829361054766,1.8498563218390804,1.7383453297623035,1,1,1.470476917541372,83.57585350805482
NULL,NULL,0,350,NULL,194,9,2,1.878419452887538,1.2857142857142856,1,1,1,1.2328267477203647,83.4984627991499
"St. Louis City",NULL,NULL,NULL,NULL,185,17,1,1.8902346707040123,1.8613521225179062,1.0273187252970337,1,1,1.3557811037037903,83.46094342170073
NULL,NULL,0,NULL,29,203,9,2,1.9296875000000002,1.2125,1,1,1,1.2284375,83.42225919843888
"Franklin",1993,NULL,NULL,NULL,25,15,2,1,1,2,1,1,1.2,83.33333333333333
"Chaves",NULL,NULL,NULL,NULL,181,15,1,1.8836000000000002,1.8640000000000003,1.866777142857143,1,1,1.5228754285714285,83.30741290434432
NULL,2003,NULL,NULL,195,34,9,2,1.9682181842836801,1.9601328903654487,1.9982749808331204,1,1,1.5853252110964497,83.30683748966723
NULL,2006,NULL,NULL,143,55,9,2,1.9221251913943893,1.930309734513274,1.236434984820102,1,1,1.417773982145553,83.27751923080795
"Polk",NULL,NULL,NULL,200,41,9,2,1.9713611859838274,1.9594746671774734,1.6140498652291106,1,1,1.5089771436780821,83.24772338998044
NULL,NULL,330,NULL,NULL,93,17,1,1.8374222199047519,1.895570134087576,1.6642802655451097,1,1,1.4794545239074874,83.18026122008192
NULL,2004,162,NULL,NULL,64,9,2,1.9340706512132924,1.9448968512486426,1.0123435624892851,1,1,1.378262212990244,83.15235373840274
NULL,2004,NULL,162,NULL,64,9,2,1.9340706512132924,1.9448968512486426,1.0123435624892851,1,1,1.378262212990244,83.15235373840274
NULL,2008,NULL,NULL,105,66,8,2,1.9398301574150785,1.9533450704225352,1.7313109425785482,1,1,1.5248972340832325,83.0851267989268
NULL,NULL,NULL,350,NULL,265,15,1,1.7939132979725696,1.7554700257969853,1.830785297403053,1,1,1.4760337242345216,83.08292886270237
NULL,NULL,360,NULL,NULL,15,113,1,2,2,2,1,1,1.6,83.06278713629403
NULL,2012,NULL,NULL,100,25,10,2,2,2,2,1,1,1.6,82.90155440414507
"Warren",1998,NULL,NULL,NULL,39,12,2,1,1,2,1,1,1.2,82.8929889298893
NULL,2001,NULL,NULL,182,37,10,2,1.7544322897019995,1.9165975103734438,1.3856,1,1,1.4113259600150887,82.86877526209415
"La Salle",NULL,NULL,NULL,NULL,227,15,1,1.8983680165788792,1.8264332623358182,1.7099285211458275,1,1,1.486945960012105,82.83552275497478
"Spokane",NULL,NULL,NULL,NULL,113,17,1,1.742443264123612,1.7881023660067599,1.6031005463169992,1,1,1.4267292352894743,82.7853070695857
NULL,NULL,NULL,NULL,181,67,19,1,1.942208271787297,1.9442047121211328,1.3025449286065978,1,1,1.4377915825030054,82.78400678148293
NULL,NULL,NULL,31,NULL,275,16,1,1.5367131421699425,1.6354091215025157,1.7251076040172166,1,1,1.3794459735379347,82.75374934226812
NULL,NULL,102,102,200,67,5,3,1.9463519313304722,1.9823016680677845,1.9463519313304722,1,1,1.5750011061457458,82.68370036233333
"Madison",NULL,52,52,NULL,31,8,3,1,1,2,1,1,1.2,82.66666666666666
"Ashley",NULL,NULL,NULL,NULL,170,15,1,1.8308569016462644,1.8880466900361557,1.8767803132053489,1,1,1.5191367809775538,82.63260716728578
"Mendocino",NULL,NULL,NULL,NULL,156,15,1,1.892459826946848,1.9355673865859473,1.8310657427520431,1,1,1.5318185912569677,82.62359105413996
NULL,2004,NULL,NULL,119,26,12,2,1.8426966292134832,1.8426966292134832,1.1573033707865168,1,1,1.3685393258426966,82.57178553968167
"Harford",NULL,NULL,NULL,NULL,143,17,1,1.8991365477191104,1.8512419935900233,1.1320515756996,1,1,1.3764860234017466,82.43157873012193
"Ashtabula",NULL,NULL,NULL,NULL,120,17,1,1.93086978381096,1.9384267330819323,1.169026223707251,1,1,1.4076645481200287,82.39534569273677
NULL,2010,NULL,NULL,143,33,11,2,1.7136563876651982,1.7136563876651985,1.2863436123348018,1,1,1.3427312775330398,82.36304760486843
NULL,2018,NULL,NULL,151,40,9,2,1.9351160580969187,1.9245283018867925,1.6475855452510393,1,1,1.50144598104695,82.36276819835099
NULL,2004,231,231,NULL,36,6,3,1.9352331606217616,1.9352331606217616,1.512343797622676,1,1,1.47656202377324,82.3479319245378
"Stanislaus",NULL,NULL,NULL,NULL,111,18,1,1.8442993470617777,1.8453985342417845,1.0771551831148916,1,1,1.3533706128836909,82.34381719859395
"Scotts Bluff",NULL,NULL,NULL,NULL,82,16,1,1.9554140127388537,1.9744705090363004,1.9584561270082708,1,1,1.577668129756685,82.32048424786952
"Madison",1999,NULL,NULL,NULL,38,12,2,1,1,2,1,1,1.2,82.28571428571428
"Darlington",NULL,NULL,NULL,NULL,151,16,1,1.6471798788573127,1.8572156852532336,1.707908384497077,1,1,1.4424607897215247,82.26946779985869
"Graham",NULL,NULL,NULL,NULL,128,16,1,1.906740640096618,1.7472243019531641,1.6995993211774212,1,1,1.4707128526454407,82.25589576390081
NULL,1984,NULL,NULL,177,58,9,2,1.8028815580286168,1.69375,1.433841632728619,1,1,1.3860946381514472,82.2368571331842
"Wyandotte",NULL,NULL,NULL,NULL,143,15,1,1.9385256410256413,1.8853061450044208,1.868717948717949,1,1,1.5385099469496022,82.22584941886966
"Colbert",NULL,NULL,NULL,NULL,89,17,1,1.8034178999295276,1.9207270105052692,1.6440613649915974,1,1,1.4736412550852789,82.21791739067308
NULL,1998,NULL,NULL,174,67,9,2,1.8500372578241433,1.875986426767677,1.0351910650623886,1,1,1.3522429499308417,82.20586776081879
"Plymouth",NULL,NULL,NULL,NULL,167,15,1,1.8624561907183326,1.9122895844976326,1.7919620332089516,1,1,1.5133415616849835,82.18203800191942
"Bonner",NULL,NULL,NULL,NULL,165,15,1,1.8059100577332114,1.9050992569663503,1.8632162676518094,1,1,1.514845116470274,82.16847590389445
NULL,2001,103,103,NULL,43,6,3,1.7855913847897815,1.8837675350701404,1.41750167000668,1,1,1.4173721179733203,82.14900702254705
NULL,2012,NULL,NULL,159,70,8,2,1.8110344827586207,1.98,1.6800000000000002,1,1,1.4942068965517241,82.1413834366056
"Burke",NULL,NULL,NULL,NULL,150,15,1,1.94920993227991,1.8940584701143077,1.7963330041384498,1,1,1.5279202813065336,82.08352678567351
NULL,2008,NULL,NULL,172,63,9,2,1.7940056134723337,1.8401162790697676,1.1839462557026816,1,1,1.3636136296489565,82.07344534304914
"Genesee",NULL,NULL,NULL,NULL,133,16,1,1.94391071666494,1.9032580097233827,1.4540093730339878,1,1,1.4602356198844622,82.06461283772579
NULL,2009,NULL,NULL,150,72,8,2,1.9440626097426374,1.9144634525660962,1.5748295250628064,1,1,1.4866711174743081,82.05597872841454
NULL,2016,NULL,NULL,101,39,10,2,1.787902315076228,1.8097041847041848,1.2893508820928175,1,1,1.3773914763746462,82.04802272803734
NULL,2009,183,183,NULL,60,5,3,1.9864228487554279,1.9949238578680202,1.947734536567024,1,1,1.5858162486380945,82.04169761691733
"Peoria",NULL,NULL,NULL,NULL,128,16,1,1.7918531308361816,1.9166509166509167,1.62525876230373,1,1,1.4667525619581656,82.0366177128045
"Dodge",NULL,NULL,NULL,NULL,111,16,1,1.9288352808141727,1.835895808121888,1.7099736147757256,1,1,1.4949409407423573,82.01139261412156
NULL,NULL,NULL,NULL,167,78,18,1,1.9595884169601128,1.92800719344419,1.2955226223799303,1,1,1.4366236465568467,81.96216103502508
NULL,2003,NULL,NULL,95,52,8,2,1.956769055745165,1.956769055745165,1.911906755103355,1,1,1.565088973318737,81.94145854796268
NULL,2016,NULL,NULL,154,34,9,2,1.9432669435864667,1.9825327510917032,1.8580581969554748,1,1,1.5567715783267289,81.85655264631646
NULL,2006,NULL,NULL,179,56,9,2,1.8642118115802326,1.8571428571428572,1.2202878762018547,1,1,1.388328508984989,81.85227904045111
"St. James",NULL,NULL,NULL,NULL,92,17,1,1.8810679611650487,1.9323376591696344,1.4748138050272641,1,1,1.4576438850723894,81.81601393275267
"Tuscaloosa",NULL,NULL,NULL,NULL,91,16,1,1.9267139479905437,1.882770129328327,1.8843577620173364,1,1,1.5387683678672412,81.81383731066049
"Columbiana",NULL,NULL,NULL,NULL,181,16,1,1.8754987080854941,1.8991678611243827,1.266136803978918,1,1,1.408160674637759,81.8027366573995
NULL,NULL,NULL,149,NULL,205,16,1,1.8577289451580972,1.7896196066039154,1.3158598723173482,1,1,1.3926416848158722,81.79078221637846
NULL,NULL,41,41,NULL,67,9,2,1.8620689655172413,1.8601192842942345,1.00321608040201,1,1,1.3450808660426972,81.77784970368499
"Sheboygan",NULL,NULL,NULL,NULL,139,15,1,1.908455506307535,1.930841831199826,1.8349298721679146,1,1,1.534845441935055,81.77483390103457
"Ponce",NULL,0,NULL,NULL,213,9,2,1,2,1,1,1,1.2,81.71936056838366
NULL,NULL,"235","235","200","72","5",3,"1.8413717656012176","1.932208226917421","1.9272260273972603","1","1","1.5401612039831798","81.59778326367005"
"Haywood",NULL,NULL,NULL,NULL,"79","17",1,"1.9662763283231557","1.96679104827005","1.5451137865000075","1","1","1.4956362326186425","81.57272899534361"
"Caldwell",NULL,NULL,NULL,NULL,"75","17",1,"1.9116161616161615","1.8784722222222223","1.7673109600679693","1","1","1.5114798687812707","81.56202126436858"
NULL,NULL,"0","306",NULL,"205","9",2,"1.6181818181818182","1.3818181818181818","1","1","1","1.2","81.54696132596686"
NULL,"2021",NULL,NULL,"87","204","9",2,"2","1","1","1","1","1.2","81.52451433857539"
NULL,"2005","215","215",NULL,"45","6",3,"1.9681274900398407","1.9681274900398407","1.0318725099601593","1","1","1.393625498007968","81.51383075130539"
"Kewaunee",NULL,NULL,NULL,NULL,"193","16",1,"1.8896267925536652","1.8094246991030085","1.2744361620795108","1","1","1.3946975307472367","81.4935478562993"
NULL,NULL,NULL,NULL,"175","58","19",1,"1.95094824815172","1.9083767045913014","1.4854405786704927","1","1","1.4689531062827028","81.48018866983462"
NULL,NULL,"25","25",NULL,"69","8",2,"1.8582755488921245","1.9200758550966712","1.645598771750256","1","1","1.4847900351478105","81.4667316936449"
"Sherman",NULL,"0",NULL,NULL,"201","9",2,"1","2","1","1","1","1.2","81.45590994371481"
"Shasta",NULL,NULL,NULL,NULL,"115","16",1,"1.8845729013254784","1.8333854497483757","1.6659936120422492","1","1","1.4767903926232206","81.43121555242014"
"Jefferson","2012","201","201",NULL,"27","6",4,"1","1","2","1","1","1.2","81.4240837696335"
"Jefferson","2012","268","268",NULL,"27","6",4,"1","1","2","1","1","1.2","81.4240837696335"
NULL,"1993",NULL,NULL,"133","45","9",2,"1.8297605637381533","1.9050470487596236","1.4820463602411902","1","1","1.4433707945477934","81.41098458620955"
NULL,NULL,"207","207","177","61","5",3,"1.9950406946428165","1.9928653715243234","1.8582347140039448","1","1","1.569228156034217","81.38639462495144"
NULL,"2021",NULL,NULL,"80","196","9",2,"2","1","1","1","1","1.2","81.3371757925072"
NULL,NULL,"86","86",NULL,"65","9",2,"1.8432967365028203","1.8607361320596618","1.0152329749103943","1","1","1.3438531686945754","81.3152250867716"
NULL,"2012",NULL,NULL,"136","94","8",2,"1.8761706521560977","1.851728320194057","1.3843238326258338","1","1","1.422444560995198","81.1727190977436"
"Barnwell",NULL,NULL,NULL,NULL,"166","16",1,"1.914462435136863","1.7754564784873894","1.354533744449205","1","1","1.4088905316146914","81.16774069148465"
"Black Hawk",NULL,NULL,NULL,NULL,"169","15",1,"1.9269256089532587","1.74881206404992","1.7861644657863147","1","1","1.4923804277578987","81.14399903500136"
NULL,"2000",NULL,NULL,"174","53","9",2,"1.8405016744369296","1.879725085910653","1.2314082674406965","1","1","1.3903270055576558","81.1356678604328"
NULL,"1995","161","161",NULL,"39","6",3,"1.9844660194174757","1.9844660194174757","1.16963812886143","1","1","1.4277140335392762","81.10876832090511"
NULL,"2010",NULL,NULL,"100","44","8",2,"2","2","2","1","1","1.6","81.03597122302159"
NULL,"2013",NULL,NULL,"84","46","8",2,"1.9347475832438237","1.9943609022556392","1.994360902255639","1","1","1.5846938775510204","81.01699360303368"
"Baltimore",NULL,NULL,NULL,NULL,"149","15",1,"1.8794368755213289","1.8567976492182303","1.8031442241968558","1","1","1.5078757497872828","80.9595891028928"
"Deschutes",NULL,NULL,NULL,NULL,"125","15",1,"1.9191145556315377","1.8648491820167101","1.9026744373983893","1","1","1.5373276350093275","80.89079158334118"
"San Miguel",NULL,NULL,NULL,NULL,"149","15",1,"1.9307163531114333","1.7801535861776854","1.8156813064364745","1","1","1.5053102491451187","80.82308970939536"
NULL,"2014","0",NULL,"100","145","6",3,"2","1","1","1","1","1.2","80.72164948453609"
"Imperial",NULL,NULL,NULL,NULL,"82","17",1,"1.9407552083333335","1.9479456018518517","1.4523261938202248","1","1","1.4682054008010819","80.68254762690619"
"Milwaukee",NULL,NULL,NULL,NULL,"117","17",1,"1.887038377986966","1.9251157897613158","1.096548394882935","1","1","1.3817405125262432","80.60556696480279"
NULL,"1995",NULL,NULL,"187","71","8",2,"1.8398782205661834","1.9332439678284188","1.5383986667632783","1","1","1.462304171031576","80.57875922780389"
NULL,"2013","0",NULL,"93","141","6",3,"2","1","1","1","1","1.2","80.57142857142857"
NULL,NULL,NULL,NULL,"198","110","16",1,"1.884834658763832","1.9466757983353977","1.5171767707076889","1","1","1.4697374455613836","80.53999192717762"
"Maui",NULL,NULL,NULL,NULL,"138","15",1,"1.9537648612945837","1.7649430061692246","1.8438473617307645","1","1","1.5125110458389146","80.53108637577562"
"Edmonson",NULL,NULL,NULL,NULL,"126","16",1,"1.6974535290789505","1.8680590139442228","1.6461026789995379","1","1","1.4423230444045423","80.52274973798818"
"Colusa",NULL,NULL,NULL,NULL,"112","16",1,"1.8856808199121524","1.9379396280489702","1.5035793903632366","1","1","1.465439967664872","80.51384098980716"
NULL,"2019","0",NULL,"84","138","6",3,"2","1","1","1","1","1.2","80.45344129554655"
"Sangamon",NULL,NULL,NULL,NULL,"137","15",1,"1.7976187676848432","1.8905370347306805","1.8724637681159422","1","1","1.5121239141062932","80.44455191660823"
"Niagara",NULL,NULL,NULL,NULL,"116","17",1,"1.8818363273453094","1.9024160980364853","1.1114861186717475","1","1","1.3791477088107085","80.35740593151085"
NULL,"2019","0",NULL,"77","135","6",3,"2","1","1","1","1","1.2","80.3305785123967"
NULL,"2019","0",NULL,"90","135","6",3,"2","1","1","1","1","1.2","80.3305785123967"
NULL,NULL,"31",NULL,NULL,"148","15",1,"1.7544856459330145","1.8105473987664253","1.9166666666666665","1","1","1.4963399422732213","80.28877673077857"
"Rosebud",NULL,NULL,NULL,NULL,"101","16",1,"1.8817010110365053","1.8924334336652002","1.644792114576787","1","1","1.4837853118556985","80.27188150092493"
NULL,NULL,"0","272",NULL,"204","9",2,"1.7144312544294826","1.1908885542168675","1","1","1","1.18106396172927","80.2450832277824"
NULL,"2020","0",NULL,"90","132","6",3,"2","1","1","1","1","1.2","80.20253164556962"
NULL,"2021","0","178",NULL,"132","6",3,"2","1","1","1","1","1.2","80.20253164556962"
NULL,NULL,NULL,"37",NULL,"224","15",1,"1.802614652722617","1.6986446737907444","1.699361892908709","1","1","1.4401242438844142","80.16592063320554"
"Cabell",NULL,NULL,NULL,NULL,"93","16",1,"1.918683083511777","1.8890396845038897","1.698808886509636","1","1","1.5013063309050605","80.14054342133004"
"Aiken",NULL,NULL,NULL,NULL,"163","15",1,"1.8055749128919862","1.8829846717439507","1.7054134443783462","1","1","1.4787946058028567","80.13468438960268"
NULL,NULL,"0","46",NULL,"177","8",2,"1.9762711864406781","1.6836158192090396","1","1","1","1.3319774011299435","80.11724938172647"
NULL,"2019","0",NULL,"97","130","6",3,"2","1","1","1","1","1.2","80.11412268188303"
NULL,"1994","0","57",NULL,"130","6",3,"2","1","1","1","1","1.2","80.11412268188303"
"Glynn",NULL,NULL,NULL,NULL,"98","16",1,"1.6902138417781525","1.8958026626207725","1.8526940903823872","1","1","1.4877421189562625","80.10386672758085"
"Sussex",NULL,NULL,NULL,NULL,"104","16",1,"1.8735294117647059","1.9342572062084256","1.5610389610389608","1","1","1.4737651158024185","80.09372947345784"
NULL,"2016",NULL,NULL,"147","50","8",2,"1.9191000592066312","1.900532859680284","1.8803022548694945","1","1","1.539987034751282","80.07734074466593"
"DeKalb",NULL,"0",NULL,NULL,"162","8",2,"1.75","1.9423076923076923","1","1","1","1.3384615384615386","80.05822312949321"
