county,year,dayswaqi,maqi
Brewster,2008,360,97
Rapides,2019,119,71
Beaufort,1986,359,200
Douglas,1997,125,187
Whitley,2006,59,76
Pulaski,2007,244,147
Mesa,1988,260,90
Cass,2008,262,129
Shelby,2018,363,124
Oxford,1998,365,115
Montgomery,1980,270,232
Missoula,1998,331,86
Cumberland,1988,365,216
Lewis and Clark,2012,366,148
MOBILE MONITORS,1999,153,208
Edmonson,2003,363,161
Oklahoma,2015,365,115
Winchester City,2014,61,18
Chelan,2002,76,47
Florence,1987,184,159
Kent,1989,311,201
Scott,2010,365,117
Dona Ana,2000,366,187
Jackson,1986,337,200
Butler,2010,363,151
Chesterfield,1983,162,223
Hall,2001,106,102
Lake,1985,365,203
Indian River,2019,335,90
Giles,2002,362,159
Citrus,2000,157,99
Middlesex,2012,179,182
Stewart,2000,361,76
East Baton Rouge,2008,366,143
Chaffee,2014,150,100
Guayama,2010,361,170
Bowie,2014,117,72
Henderson,2014,365,100
Maury,2003,109,93
Wyandotte,2006,365,185
Clay,2019,365,90
Delaware,2017,54,66
Yakima,1989,351,98
Erie,1991,365,200
Grant,2017,365,185
Charles,2008,206,159
San Benito,2009,365,108
Lehigh,2008,366,164
Jackson,1983,349,124
Jefferson,2012,245,206
Fremont,2007,316,140
Crook,1980,321,126
Pershing,1998,28,65
Fairbanks North Star ,1991,271,118
Kauai,1992,40,30
El Paso,1991,365,200
Richland,2009,365,101
Codington,2005,123,82
Lowndes,2004,112,103
District of Columbia,2003,365,207
Pike,2019,361,67
Dickinson,1985,364,136
Shelby,2011,282,166
Mahoning,1988,366,210
St. Joseph,2016,364,119
Charleston,2004,366,151
Napa,2013,365,119
Jasper,1984,366,134
Andrew,2014,212,100
Gilmer,1999,337,179
Hennepin,1984,366,119
Trumbull,1981,342,139
Forsyth,1991,365,169
Faulkner,2005,114,133
Colleton,1987,152,154
Merrimack,2004,356,166
Hunterdon,2015,363,115
Hancock,1982,274,200
Roane,1996,322,160
Salt Lake,2013,365,160
Leavenworth,2018,362,100
Alameda,1981,365,205
Scioto,1996,366,81
Lauderdale,2003,267,115
Yabucoa,1989,294,163
Klamath,1999,266,141
Benton,2013,362,515
Chatham,2007,259,140
Ward,2009,29,24
Delaware,1998,211,203
St. Charles,1993,361,164
Yukon-Koyukuk ,2015,83,95
Sonoma,2017,365,165
Ector,2008,366,115
Carbon,2013,362,115
Swain,2003,258,126
Clinton,2008,209,154
Hamilton,1988,366,210
Anderson,2010,337,126
Clinton,2006,181,126
Nowata,2018,354,97
Robeson,2005,117,98
Fountain,1994,359,200
Marshall,1985,283,200
Jefferson,1991,363,200
Polk,1997,357,119
Bucks,1996,365,214
Columbia,1985,365,150
Russell,2009,345,112
Archuleta,1991,48,81
Wilson,2011,243,133
Socorro,2007,94,73
Outagamie,2001,244,161
Sevier,2016,358,112
Pike,2000,335,222
Rutland,2010,365,109
Lancaster,2004,366,103
District of Columbia,1992,366,159
San Benito,2010,365,126
Gunnison,1994,362,115
Kane,1982,348,86
Meigs,1995,362,131
San Francisco,1981,365,103
Beaver,1995,365,200
Orange,2016,366,101
Harrison,2008,324,159
Santa Cruz,1991,365,140
Box Elder,2013,365,152
Montgomery,1999,307,200
Clay,1991,365,166
Culberson,2007,110,59
Mayes,2011,266,166
McDowell,1995,61,51
Wabash,1980,171,200
Frederick,1985,120,169
Sedgwick,2016,366,195
Grafton,2007,364,156
Monroe,2019,359,76
Boone,1986,363,204
Solano,1998,365,190
Union,1998,355,111
Greenville,1997,365,84
Wabash,2008,365,116
Lancaster,2015,261,80
Graham,2013,214,97
Shelby,1982,365,200
Palm Beach,2005,353,105
Carson City,1982,69,100
Yuma,1997,245,147
Edgefield,1993,358,166
Washington,1996,212,174
Union,2012,364,96
Pitt,2017,365,87
Cooper,2005,61,112
Guilford,1988,353,226
Polk,2018,363,93
Clark,1992,357,179
Webb,2011,350,104
Delaware,2014,126,77
St. James,2014,344,154
Madison,1996,61,31
Riley,2007,359,108
Wayne,2017,365,186
Monmouth,1982,361,113
Columbia,1995,177,185
Maricopa,2017,365,167
Wayne,2014,345,119
Saint Louis,2009,365,90
Scotts Bluff,2011,189,87
Oliver,2008,366,120
Licking,2017,245,100
Whitley,1993,59,50
Roanoke,1985,360,150
Miami-Dade,1997,365,156
Elmore,1997,183,115
New Hanover,1991,58,52
Bell,1995,58,52
Beaufort,2002,360,120
Hampden,2003,365,185
Hancock,1991,361,208
Floyd,2008,365,114
Pointe Coupee,2019,351,112
Plumas,1987,182,82
Henderson,2016,366,112
Lauderdale,2012,366,90
Muscatine,2002,365,138
Scioto,1980,300,157
Ohio,1980,356,199
Mercer,2018,365,115
Boulder,1982,326,187
Goodhue,2004,183,97
Sumter,2002,220,156
Sedgwick,1980,366,183
Onslow,2002,120,87
Montgomery,2005,365,153
Hamilton,1987,365,236
Roosevelt,1996,53,76
Lake,1988,366,227
Warren,1988,267,195
Fresno,1994,365,206
Sweetwater,2015,365,119
Douglas,1982,365,218
Russell,2019,363,84
Kenosha,2011,301,177
Carlton,2000,273,95
Eddy,2009,365,105
Bristol,1983,365,240
Effingham,2001,213,129
Henderson,1991,365,200
St. Charles,2013,365,87
Santa Barbara,1997,365,203
Eau Claire,2013,358,82
Butte,1999,357,112
San Juan,2015,329,62
Boyd,1996,366,177
Polk,2008,366,126
Manitowoc,2005,239,205
Colusa,2002,365,152
Bowie,1999,110,91
San Joaquin,2008,366,195
Park,2011,307,126
Bannock,2006,365,107
Crittenden,1982,327,116
Benton,1983,358,166
Crawford,1994,333,174
Harford,2003,323,226
Hawaii,2016,366,337
Boyd,2011,362,129
Caswell,2007,363,164
Jackson,1992,291,166
Weston,2013,365,93
Floyd,2004,366,121
Garfield,2017,240,105
Chattooga,2009,262,100
Polk,2012,366,154
San Benito,1997,365,164
Shelby,2010,181,93
San Luis Obispo,2005,365,150
Clinton,1991,211,203
Baltimore (City),2014,365,95
Adams,2005,365,122
Garfield,2018,365,122
Cascade,2007,365,140
Tuscarawas,2008,366,90
Brown,2018,363,97
Livingston,2011,324,122
Kenai Peninsula ,2007,108,58
Galveston,1998,365,249
Kent,1996,202,179
Culberson,2013,101,120
Pottawattamie,1986,57,62
Dallas,2017,365,140
Ottawa,2014,177,112
Aiken,1998,365,190
Kings,2014,365,172
San Juan,2007,365,133
McClain,2012,361,164
Salt Lake,2006,365,161
Lauderdale,1983,337,200
Big Horn,2006,61,151
Maury,1987,62,84
Uinta,2018,365,108
Sandoval,1987,354,179
Bucks,2000,366,227
Dougherty,2016,363,93
Union,1991,58,57
Kent,2011,365,172
Guaynabo,2009,184,93
New London,2015,359,151
Cecil,2011,357,177
Atlantic,1999,365,192
Shasta,1992,366,164
Galveston,2008,364,195
Webb,2018,313,107
Madison,1997,214,172
Ellis,2002,88,117
Nevada,2003,365,195
Weld,2004,366,101
Neosho,1993,61,63
Mesa,1993,365,136
Douglas,2011,341,61
Broward,1983,365,136
Rosebud,2010,365,108
St. Charles,1994,358,203
Columbia,2011,361,76
El Dorado,1999,365,214
Arlington,1994,365,205
Crittenden,1999,365,197
Fremont,2006,57,50
Johnson,2010,355,140
Pickens,2013,237,97
Missoula,1984,351,165
Dougherty,1989,301,60
Buncombe,2007,344,122
Ada,2011,365,115
Dakota,2012,366,94
Orange,2005,346,150
CHIHUAHUA STATE,1995,290,896
Adams,2016,366,119
Platte,1995,59,61
Effingham,1997,237,159
Navajo,2007,311,112
Orleans,2015,365,79
Monmouth,2014,248,122
Lincoln,2013,214,105
Lehigh,1996,366,197
Ravalli,2005,237,148
Suffolk,1988,348,235
Sumter,1997,206,174
Hinds,1988,366,161
Caddo,1990,360,154
Sangamon,2006,365,120
Los Alamos,2005,115,44
Ozaukee,1981,320,208
Ozaukee,2004,244,140
Orange,1996,353,164
Saint Clair,2010,365,150
McDowell,2007,329,139
Huron,2000,182,143
Gwinnett,2017,356,97
San Joaquin,2005,365,155
Ottawa,1995,179,172
Rockingham,2004,366,47
White Pine,1993,193,67
Faulkner,2011,116,83
Cheshire,2001,354,179
Lancaster,1992,366,100
Johnson,2004,364,190
McKenzie,2011,364,262
Brevard,2007,365,156
Eddy,1991,272,200
Bullitt,2012,245,151
Steuben,2013,365,84
Escambia,1997,365,182
Monmouth,2013,249,151
Greenbrier,2010,211,108
Frederick,2004,214,159
Canadian,2008,366,126
Lycoming,2011,314,101
Guilford,2002,365,210
Perry,1989,363,154
Sandoval,2013,351,97
Warrick,1983,353,200
Hampshire,2010,365,159
Latah,2016,270,58
Chesterfield,2017,358,112
Garvin,1982,219,111
Wayne,2001,123,94
York,1993,354,213
Union,1985,351,114
Warren,1990,359,176
Citrus,1994,105,93
Etowah,1991,58,71
Bonneville,1998,62,88
Sarasota,2015,365,105
Richland,1990,365,205
Androscoggin,2015,358,97
Madison,2001,15,21
Sullivan,2000,299,113
Martin,2016,363,87
Etowah,2011,275,99
Litchfield,2018,363,133
Klickitat,1995,227,115
Hopewell City,1985,355,123
Jackson,1997,59,45
Clark,2018,361,87
St. James,2008,361,115
Hamilton,1991,146,147
Glynn,1980,234,62
Allen,2000,364,182
Jones,1982,294,150
Wasco,2015,358,156
Lemhi,2007,316,223
Tolland,1992,365,212
West Baton Rouge,2007,365,161
Sangamon,1982,365,200
Fauquier,1984,179,192
Robeson,2005,117,98
Miami,2010,213,133
York,2005,365,179
Forsyth,1999,365,205
Clark,2001,362,133
Swain,2017,365,71
Chester,1980,257,205
Hopewell City,1987,355,123
Charles,2017,241,100
Kings,1999,362,206
Los Angeles,1991,365,676
Benzie,2017,244,112
Kauai,2011,274,101
Davis,1998,365,195
Monterey,1995,365,122
Tooele,1980,270,148
Essex,1985,365,212
Hancock,2006,41,93
Larimer,2008,366,143
Bullitt,1999,357,187
Snohomish,1993,365,101
New Castle,2016,366,154
Fairfield,1997,59,56
Kleberg,2018,342,160
Schuylkill,1997,332,116
Pope,2007,119,104
Frederick,2009,261,101
Duchesne,2005,52,22
Genesee,1999,363,210
Tazewell,1982,305,193
Lowndes,2005,99,117
Mason,2017,363,155
Washington,1997,74,179
Piscataquis,1994,242,115
Routt,1993,355,102
San Bernardino,2018,365,221
Sherburne,1981,360,208
Daggett,2013,172,90
New Haven,2008,366,200
Davidson,1994,365,187
Erie,2013,365,122
Peoria,2009,365,105
Virginia Beach City,2008,344,167
Jefferson,1998,207,205
Oneida,2008,366,133
DeSoto,1993,271,154
Centre,2018,365,122
Bayamon,1989,297,123
Paulding,1989,207,156
Athens,2017,59,56
Moffat,2018,331,108
St. Bernard,1993,365,192
Sutter,1996,366,192
Alexander,1997,235,166
Lewis,2007,116,26
St. Bernard,1991,365,154
Cerro Gordo,2019,118,38
Leavenworth,2016,362,97
Litchfield,2000,222,179
Madison,1986,321,156
Hennepin,1982,364,158
Hall,2017,254,68
Anderson,2015,361,97
Lubbock,1996,177,75
Winchester City,1999,59,45
Jefferson,1997,214,202
King William,1995,61,43
Chesterfield,2018,275,77
Mayes,2002,120,99
Iberville,1996,366,216
Lawrence,1993,315,161
Chemung,1996,353,166
New Haven,2007,365,200
Ouachita,1998,364,136
Jefferson,2012,347,58
Carroll,1989,249,185
Rio Arriba,2015,361,90
Herkimer,2014,363,100
Placer,2012,366,166
Peoria,2007,365,136
St. Johns,1980,240,40
Essex,2014,365,108
Santa Cruz,2010,165,119
Jessamine,2017,348,100
Franklin,1998,48,42
Greenville,2004,366,108
San Diego,1985,365,266
Guayanilla,1985,289,149
Yabucoa,1991,328,37
Posey,2014,181,100
St. Lawrence,2007,53,80
El Dorado,1994,365,197
Elkhart,2005,241,172
Suffolk City,1989,228,182
Tazewell,2016,236,141
Polk,2006,365,105
Mercer,1980,366,126
Bristol,1998,365,200
Sarasota,1989,365,151
Creek,2016,334,87
Union,1983,86,133
Boone,2017,245,77
Bossier,1984,364,126
Guilford,1987,358,177
York,2015,338,100
Dunn,2018,349,90
McHenry,1984,353,151
Cherokee,2010,294,151
Hennepin,1990,365,110
Garfield,2003,124,93
Carbon,2018,364,115
Baker,2012,366,137
Nassau,2010,363,200
Sanders,1987,75,87
Davidson,2007,348,125
Grant,1997,359,136
Person,1984,359,164
Kleberg,2003,55,79
Grant,2013,337,85
Washington,2011,111,114
Wilkinson,2015,115,82
Rockland,2012,360,159
Larimer,1983,332,277
Essex,1993,365,210
BAJA CALIFORNIA NORTE,2013,363,441
Polk,1988,363,149
New Haven,2004,366,206
Comanche,2013,365,119
Pueblo,2009,201,90
Guayama,2018,342,40
Brewster,2015,358,87
Clark,1999,362,200
Clarke,2007,357,155
Belmont,2014,365,82
Williamson,1996,213,172
Ward,1986,1,6
Madison,1994,211,195
Boundary,2005,53,80
Merced,1982,69,68
Okanogan,2013,365,131
Lyon,2011,356,101
Columbia,2006,239,161
Carroll,2010,182,119
Jo Daviess,2009,311,93
Kent,2003,228,200
Bowie,2008,61,79
Robeson,2004,120,111
Yavapai,1992,61,64
Calcasieu,2011,365,133
Essex,2007,365,195
San Mateo,2013,365,115
Prince Edward,2009,354,93
Custer,2016,360,64
Hamblen,1998,59,147
Greene,2011,225,112
Uintah,2018,365,156
Douglas,2004,362,97
Anne Arundel,2010,360,185
Norfolk City,2015,365,76
Morris,1992,365,182
Chattooga,2005,261,150
Hanover,1989,212,174
Contra Costa,1982,365,203
New York,2004,366,131
Apache,2015,361,35
Routt,2013,349,64
Christian,2005,286,150
District of Columbia,2000,366,197
Maui,1992,358,50
Collin,2015,360,143
Lamar,1988,275,154
Morgan,1980,263,103
Coos,1994,363,165
Douglas,2007,365,141
Warren,2019,348,73
Washington,2009,192,101
Duval,2019,361,114
Washington,1986,365,200
Cass,2002,351,96
Okaloosa,2012,366,87
Escambia,2007,107,137
Routt,2008,298,85
Pend Oreille,2009,323,62
Mitchell,2017,338,93
Bossier,2019,357,84
Mississippi,2003,111,88
Colusa,1980,31,67
DeSoto,2007,266,203
Grant,2006,128,115
Delaware,2018,365,143
Tippecanoe,2005,298,154
Arlington,1996,366,151
Anderson,1983,365,198
Benewah,2015,365,180
Cuyahoga,1980,366,192
New York,2003,365,167
Iberville,1990,363,212
McKinley,2009,273,92
New Haven,1992,366,195
Escambia,1986,365,200
Weld,2007,365,139
Trumbull,1996,239,179
Tehama,2018,365,190
Morgan,2004,363,115
St. Louis City,2017,365,115
Napa,1993,365,143
Nevada,2012,366,164
Clear Creek,2012,104,179
Harford,1992,366,206
Anderson,2000,364,190
Catano,2011,361,55
Manistee,1997,360,159
Norfolk,1988,366,111
Bay,1992,250,387
Dona Ana,1984,366,200
Bexar,1987,365,201
Lincoln,2002,121,66
Orange,2004,267,185
Pulaski,1999,365,182
Warrick,2019,365,93
Creek,2008,360,115
Harrison,2015,363,115
Columbia,2006,239,161
Covington City,1992,56,52
Rockingham,1997,214,182
Northampton,2016,366,217
Mason,2014,365,77
Jefferson,2007,365,181
Livingston,2005,365,154
Dallas,1980,365,224
Sarasota,2010,365,133
Calhoun,1992,60,56
El Paso,2011,365,143
Marengo,1999,54,51
Lake,1983,365,233
Madison,2010,364,140
Prince George's,1995,365,225
Atlantic,2005,357,161
Becker,2019,360,105
Jefferson,1995,355,150
Lincoln,2013,365,94
Josephine,2018,363,192
Monroe,2012,366,151
Lincoln,2011,105,79
Greenville,1999,365,106
Berrien,2000,243,182
Pueblo,1983,267,72
Marion,1992,50,55
St. Joseph,2006,365,115
DeSoto,2018,365,159
Calvert,2013,211,105
Pitt,1996,236,161
Kent,1981,322,200
Perry,1988,331,229
Butler,2017,365,126
Linn,2015,365,179
King,2013,365,149
Terrebonne,2018,119,70
Asotin,1997,54,94
Perry,2012,183,166
Lawrence,2011,365,126
Kenosha,1990,363,195
Coweta,2005,338,160
Clallam,1982,365,190
Twin Falls,1996,58,57
Kanawha,1982,365,200
Ohio,1983,365,196
Hawkins,1994,357,200
Aiken,1996,363,190
Lafourche,2016,366,93
Pike,2016,366,126
Kings,1991,365,125
Deschutes,2015,365,160
Allegan,2000,357,204
Richland,2017,358,153
Madison,1985,163,161
Manatee,1982,167,93
Olmsted,2009,365,127
Napa,2019,363,119
Kitsap,2017,360,144
Suffolk,1994,365,159
Glynn,1997,231,150
Washington,2017,245,97
Clay,2019,365,90
Alexander,1995,71,48
Douglas,2010,244,133
El Dorado,2013,365,147
Washington,2012,362,151
Caldwell,2009,213,90
Campbell,1987,365,216
Prince George's,1994,365,216
Tuscaloosa,2004,275,115
Skagit,2014,365,74
Maui,2004,324,56
Chester,2004,253,174
Davie,1985,343,172
Jefferson,2018,365,119
Hudson,2008,366,161
Niagara,1988,366,223
Muscatine,2017,365,77
Bowie,2005,117,101
Cass,2005,183,164
Montgomery,1982,362,210
Fajardo,2013,324,52
Charleston,1999,365,151
Kenai Peninsula ,2006,118,86
Lucas,2008,366,129
Pike,2002,360,197
Clayton,2008,115,110
Essex,2001,365,166
Butte,2005,365,159
Cook,2013,270,70
Bristol,2005,365,151
Hamilton,2005,183,182
Delta,1988,5,54
Grays Harbor,1995,6,26
Arlington,1991,365,224
Stanislaus,2001,365,187
Kings,2015,365,174
Gilmer,1993,359,179
Washington,2006,89,54
MOBILE MONITORS,2001,137,192
Crittenden,2007,365,177
Wood,1991,347,212
Gwinnett,1998,185,212
Jefferson,1984,366,185
Washington,1991,210,213
Coles,1990,53,62
Kane,2014,363,101
Clermont,2006,260,154
Dubois,2007,332,116
Claiborne,2009,360,87
Calcasieu,1984,366,216
Park,1988,36,327
Lake,1992,225,101
Genesee,1999,363,210
Caddo,2017,111,58
Winn,2004,117,128
Terrebonne,2007,113,82
Bell,2009,264,93
Knox,1981,365,150
Travis,1994,365,159
Pulaski,2002,365,164
Franklin,1998,365,195
San Juan,2014,355,100
Saint Louis,1980,358,242
Lewis,1997,137,47
San Diego,2004,366,174
Waukesha,1980,362,154
Clark,1986,355,247
Boulder,1996,366,140
Asotin,1995,58,69
Bullitt,2011,266,187
Jefferson,1990,365,200
Lewis and Clark,1981,142,292
Buncombe,2005,362,154
Hendricks,2000,275,204
Cook,1981,365,235
Pike,1999,270,161
Hampshire,1985,365,212
Marion,2015,119,89
Clallam,2009,364,87
Clayton,2013,116,66
Burleigh,2007,365,74
Klickitat,1993,99,74
Spokane,1996,366,116
Maui,1991,230,40
Swain,2003,258,126
Cochise,1992,351,92
Randolph,2001,365,140
Fremont,2008,58,50
Rockdale,1982,200,192
Houston,2006,60,87
Codington,2013,361,82
Berks,2016,366,129
Ramsey,1995,365,140
Johnson,1997,183,174
Skagit,1999,361,121
Davis,1984,366,214
Warren,1998,364,200
Muhlenberg,1986,329,200
Sumter,2017,350,83
Fayette,2015,365,139
Kern,1982,365,229
McKenzie,2006,365,106
Christian,2012,325,122
Bay,1980,182,170
Garvin,1989,345,114
Grant,2016,341,83
Hunterdon,1997,364,202
Tehama,2005,295,151
Fergus,2001,104,44
Boone,1998,209,195
Dutchess,2009,361,122
Boulder,1994,365,136
Jasper,1992,365,106
Rock,2014,195,119
Montgomery,1996,365,187
Pasquotank,1991,59,54
Polk,1990,55,45
Rensselaer,2005,355,187
Brookings,1991,58,63
New Hanover,2007,365,148
Cleveland,1981,219,80
Navajo,1989,134,65
Clackamas,2006,243,201
Miami,1994,213,154
Dakota,2005,365,152
Walworth,2009,201,119
Williamsburg,2004,221,112
Carroll,2017,245,108
Gila,2002,365,200
Citrus,1982,339,200
Ketchikan Gateway ,1990,21,24
El Paso,1996,366,432
Thomas,2012,104,57
Chesapeake City,1994,55,46
Stevens,2011,363,107
Carlton,1998,53,40
Floyd,2007,365,165
Effingham,1981,57,71
Yellowstone,2011,365,131
Barnwell,1987,346,174
Stewart,1998,358,71
Highlands,2015,356,80
Santa Fe,2013,365,100
Richmond,2003,325,140
Bolivar,2019,364,96
Franklin,2017,358,67
St John,1992,89,97
Pitt,1993,250,174
Delaware,1990,29,95
Hardin,1982,191,119
McDowell,1990,16,34
Clallam,1987,365,200
Grays Harbor,2005,365,61
Kern,2014,365,307
Erie,1985,365,202
Osceola,2019,364,122
Cumberland,2013,365,136
Washington,2014,365,101
Grant,2017,365,185
Wake,2008,366,173
Moffat,2011,135,84
Ventura,2003,365,209
Wabash,1992,366,200
Douglas,2017,363,155
Wallowa,2014,365,121
Blair,1994,365,187
Daviess,1986,301,200
Haywood,1991,39,53
San Juan,2002,101,31
Sanders,1990,338,154
Clark,2000,347,147
Fajardo,1992,55,70
Putnam,2014,109,83
Aroostook,2005,365,97
Steuben,2008,362,143
New York,2012,366,122
Lewis,1996,158,61
Monmouth,2010,365,174
San Mateo,2007,365,126
Olmsted,2014,365,103
Washington,2003,182,208
Stanislaus,2005,365,172
Hartford,1993,365,210
Morris,1988,366,254
Comanche,2016,366,87
Converse,2012,360,129
Anderson,1992,342,154
Muskegon,2006,223,192
Loudon,2011,245,147
Knox,2019,359,87
Cuyahoga,1985,365,200
Henry,2002,245,223
Sequoyah,2004,35,74
McClain,1992,356,129
Bell,2012,363,154
Ottawa,1999,55,55
Teton,1991,321,67
San Mateo,2018,365,185
Bronx,1992,365,147
Rapides,1989,26,53
Franklin,2008,366,126
Buncombe,1985,192,100
Blair,1982,362,182
Oneida,2000,366,180
Maury,1986,238,200
Fauquier,2003,209,179
Warrick,1998,364,215
Fergus,1993,88,97
Kent,2014,365,121
Franklin,2016,366,51
Chesterfield,2018,275,77
Rockingham,1985,363,185
White Pine,2018,355,108
Humboldt,2011,365,78
Tazewell,2011,362,183
Monroe,1986,365,177
Franklin,1995,272,164
Lubbock,2000,115,101
Saint Clair,1990,365,201
Clark,2017,365,158
Uintah,2008,166,97
Delaware,2017,280,112
Elmore,2016,117,77
Northampton,1983,365,225
Berrien,2016,242,140
Palm Beach,1999,365,151
Martin,2002,211,172
Bradley,1993,335,110
Montgomery,2005,364,147
Lorain,1991,365,169
Kenosha,1981,355,230
Kings,2006,365,190
New Castle,1989,354,228
Warren,1990,359,141
Merrimack,1996,363,170
Walla Walla,1993,74,121
Tucker,1999,363,185
Will,2019,365,84
Oakland,2002,365,190
Contra Costa,2014,365,133
Greene,2011,365,143
Fredericksburg City,2016,59,20
Sarasota,2004,364,182
Clay,2015,362,115
Kent,1994,365,215
Broadwater,1994,360,58
Berrien,2006,229,151
Stanislaus,1982,365,187
Jackson,2016,183,129
Walla Walla,1991,60,647
Lauderdale,1985,262,137
Stearns,1989,365,92
Prince George's,2008,366,179
Orleans,2002,364,112
Manitowoc,1996,184,232
Queens,1993,349,197
Contra Costa,1985,365,195
Bernalillo,1988,366,181
Kewaunee,2018,240,151
Glacier,2010,153,74
Comanche,1991,348,59
Kauai,1993,42,38
Honolulu,2001,365,197
Lee,2009,365,87
Comanche,1984,173,69
Columbia,2009,197,87
Aroostook,2009,365,97
Frederick,1992,214,159
Imperial,1992,364,213
Cook,2019,334,78
Manitowoc,2016,188,147
Catawba,2017,348,86
Flathead,2004,366,152
Hawaii,2004,366,200
Union,2010,361,75
Glenn,1981,318,143
Posey,2008,173,133
Vanderburgh,1982,353,200
Meigs,1985,342,200
Lake,1992,366,179
St. Lucie,2017,339,112
McCracken,1985,365,192
Jefferson,1996,366,200
Grays Harbor,2008,366,83
St. Joseph,2009,365,107
Oliver,1996,366,100
Cheshire,2013,365,108
Stark,1998,59,53
Scott,2011,252,101
Ward,1986,1,6
Onondaga,2018,365,115
Clearfield,2014,263,93
Lares,2003,95,69
Montgomery,2015,365,81
Massac,1987,254,175
Lackawanna,1989,365,192
Robeson,2007,119,113
Dickson,2000,81,105
Newton,2017,365,61
San Francisco,1996,366,80
Yalobusha,2015,329,97
Laramie,2007,118,55
Bonneville,2018,352,154
Iron,2001,365,200
Douglas,2017,230,150
Bristol City,2014,119,67
Coos,2013,365,119
Huron,1998,183,182
Androscoggin,2019,361,72
Dakota,2005,365,152
Falls Church City,1987,35,48
Black Hawk,2006,121,102
Arapahoe,2002,356,151
Powell,2006,116,76
Jefferson,1980,362,166
Marin,2014,365,107
Washington,2016,351,112
Van Buren,2013,363,97
Chester,1995,55,87
St. Charles,1992,355,195
Clinton,1991,211,203
Swain,2013,355,93
San Bernardino,2002,365,418
Bay,2017,365,96
Solano,1987,365,192
Crawford,1980,356,180
Sweetwater,2008,366,172
Fresno,1999,365,219
Darlington,1986,168,174
Montgomery,2012,366,169
Mercer,2004,111,98
Grant,2016,281,78
Columbia,2000,217,87
Washington,1995,184,212
